./code/LebwohlLasher_numba_parallel.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.328, Time: 2.061183 s
         14268641 function calls (13308636 primitive calls) in 11.318 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       46    0.000    0.000    0.014    0.000 codegen.py:757(_scan_and_fix_unresolved_refs)
       11    0.000    0.000    0.000    0.000 codegen.py:774(_get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 codegen.py:779(_get_host_cpu_features)
        1    0.000    0.000    0.000    0.000 codegen.py:784(AOTCPUCodegen)
        1    0.000    0.000    0.000    0.000 codegen.py:81(CodeLibrary)
        1    0.000    0.000    0.000    0.000 codegen.py:815(JITCPUCodegen)
        1    0.000    0.000    0.000    0.000 codegen.py:822(_customize_tm_options)
        1    0.000    0.000    0.000    0.000 codegen.py:849(_customize_tm_features)
       46    0.000    0.000    0.016    0.000 codegen.py:853(_add_module)
       24    0.001    0.000    0.001    0.000 codegen.py:861(set_env)
        1    0.000    0.000    0.000    0.000 codegen.py:871(initialize_llvm)
        1    0.000    0.000    0.000    0.000 codegen.py:879(get_host_cpu_features)
       46    0.000    0.000    0.007    0.000 codegen.py:92(__init__)
        2    0.000    0.000    0.223    0.111 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1165(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1253(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1296(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1361(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1366(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1371(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1520(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1702(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1722(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:18(ContainerLen)
        1    0.000    0.000    0.000    0.000 collections.py:1803(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1858(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1921(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:28(SequenceBool)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
      593    0.000    0.000    0.001    0.000 collections.py:43(generic)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
      284    0.000    0.000    0.000    0.000 collections.py:56(generic)
        1    0.000    0.000    0.000    0.000 collections.py:69(DelItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:9(InContainer)
        1    0.000    0.000    0.000    0.000 collections.py:946(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:993(PathCollection)
        1    0.000    0.000    0.485    0.485 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1621(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 colorbar.py:197(__getattr__)
        1    0.000    0.000    0.000    0.000 colorbar.py:213(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:237(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:289(Colorbar)
        1    0.000    0.000    0.036    0.036 colors.py:1(<module>)
      188    0.002    0.000    0.002    0.000 colors.py:1001(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1012(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:1040(__init__)
      954    0.001    0.000    0.002    0.000 colors.py:106(_is_nth_color)
       20    0.000    0.000    0.000    0.000 colors.py:1080(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:1107(Normalize)
      467    0.000    0.000    0.005    0.000 colors.py:111(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1291(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1382(CenteredNorm)
        6    0.000    0.000    0.000    0.000 colors.py:1479(make_norm_from_scale)
        3    0.000    0.000    0.000    0.000 colors.py:1517(Norm)
      487    0.001    0.000    0.003    0.000 colors.py:152(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1575(FuncNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1608(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1621(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1659(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1710(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1835(NoNorm)
      160    0.001    0.000    0.002    0.000 colors.py:195(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.000    0.000 colors.py:1991(LightSource)
      432    0.000    0.000    0.000    0.000 colors.py:226(<genexpr>)
       36    0.000    0.000    0.000    0.000 colors.py:272(<genexpr>)
       40    0.000    0.000    0.000    0.000 colors.py:282(<genexpr>)
       32    0.000    0.000    0.002    0.000 colors.py:287(to_rgba_array)
       32    0.000    0.000    0.000    0.000 colors.py:369(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
      166    0.000    0.000    0.000    0.000 colors.py:565(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:60(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:61(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:82(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:849(LinearSegmentedColormap)
      126    0.000    0.000    0.000    0.000 colors.py:858(__init__)
       32    0.000    0.000    0.007    0.000 colors.py:927(from_list)
       63    0.000    0.000    0.003    0.000 colors.py:980(reversed)
       63    0.000    0.000    0.002    0.000 colors.py:999(<dictcomp>)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:14(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        2    0.000    0.000    0.018    0.009 common.py:2(<module>)
       57    0.000    0.000    0.000    0.000 common.py:20(iterator_type)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
        1    0.000    0.000    0.000    0.000 common.py:25(SimpleIteratorType)
        7    0.000    0.000    0.000    0.000 common.py:27(__init__)
     9489    0.002    0.000    0.002    0.000 common.py:27(_is_shutting_down)
       69    0.000    0.000    0.000    0.000 common.py:31(yield_type)
        1    0.000    0.000    0.000    0.000 common.py:36(Buffer)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
     1979    0.001    0.000    0.002    0.000 common.py:4(_encode_string)
        2    0.000    0.000    0.001    0.000 common.py:422(<listcomp>)
      112    0.001    0.000    0.001    0.000 common.py:48(__init__)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.002    0.002 common.py:6(<module>)
        4    0.000    0.000    0.000    0.000 common.py:67(iterator_type)
        1    0.000    0.000    0.000    0.000 common.py:71(NotSupportedError)
      413    0.000    0.000    0.000    0.000 common.py:72(as_array)
        1    0.000    0.000    0.000    0.000 common.py:8(Opaque)
        2    0.000    0.000    0.017    0.009 common.py:8(pyparsing_common)
        1    0.000    0.000    0.000    0.000 common.py:86(key)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
     2676    0.001    0.000    0.002    0.000 common.py:9(_decode_string)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
        1    0.000    0.000    0.103    0.103 compiler.py:1(<module>)
        5    0.000    0.000    0.048    0.010 compiler.py:105(_reduce)
        5    0.000    0.000    0.003    0.001 compiler.py:121(_find_referenced_environments)
       29    0.000    0.000    0.000    0.000 compiler.py:185(compile_result)
        9    0.000    0.000    0.042    0.005 compiler.py:217(run_frontend)
        1    0.000    0.000    0.000    0.000 compiler.py:239(_CompileStatus)
       29    0.000    0.000    0.000    0.000 compiler.py:245(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:257(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 compiler.py:266(StateDict)
    11188    0.002    0.000    0.002    0.000 compiler.py:272(__getattr__)
      939    0.000    0.000    0.000    0.000 compiler.py:278(__setattr__)
       29    0.000    0.000    0.001    0.000 compiler.py:282(_make_subtarget)
        1    0.000    0.000    0.000    0.000 compiler.py:303(CompilerBase)
       29    0.001    0.000    0.018    0.001 compiler.py:308(__init__)
     21/3    0.000    0.000    8.387    2.796 compiler.py:350(compile_extra)
        8    0.000    0.000    2.474    0.309 compiler.py:365(compile_ir)
        1    0.000    0.000    0.000    0.000 compiler.py:37(Flags)
     29/3    0.000    0.000    8.385    2.795 compiler.py:380(_compile_core)
     21/3    0.000    0.000    8.385    2.795 compiler.py:420(_compile_bytecode)
        8    0.000    0.000    2.474    0.309 compiler.py:427(_compile_ir)
        1    0.000    0.000    0.000    0.000 compiler.py:435(Compiler)
       29    0.000    0.000    0.055    0.002 compiler.py:439(define_pipelines)
        1    0.000    0.000    0.000    0.000 compiler.py:455(DefaultPassBuilder)
       29    0.000    0.000    0.055    0.002 compiler.py:466(define_nopython_pipeline)
       29    0.000    0.000    0.001    0.000 compiler.py:485(define_nopython_lowering_pipeline)
       29    0.000    0.000    0.046    0.002 compiler.py:498(define_typed_pipeline)
       29    0.000    0.000    0.005    0.000 compiler.py:521(define_untyped_pipeline)
     16/3    0.000    0.000    8.389    2.796 compiler.py:601(compile_extra)
        8    0.000    0.000    2.478    0.310 compiler.py:630(compile_ir)
        5    0.000    0.000    0.522    0.104 compiler.py:694(compile_internal)
        1    0.000    0.000    0.000    0.000 compiler.py:98(CompileResult)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:1(<module>)
      712    0.000    0.000    0.001    0.000 compiler_lock.py:10(acquire)
      712    0.000    0.000    0.001    0.000 compiler_lock.py:13(release)
      712    0.000    0.000    0.001    0.000 compiler_lock.py:16(__enter__)
      712    0.000    0.000    0.001    0.000 compiler_lock.py:19(__exit__)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:22(is_locked)
        8    0.000    0.000    0.000    0.000 compiler_lock.py:28(__call__)
    707/4    0.002    0.000    8.916    2.229 compiler_lock.py:29(_acquire_compile_lock)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:49(require_global_compiler_lock)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:6(_CompilerLock)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:7(__init__)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:1(<module>)
       58    0.000    0.000    0.000    0.000 compiler_machinery.py:101(get_analysis)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:108(FunctionPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:114(AnalysisPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:120(LoweringPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:126(AnalysisUsage)
     1288    0.001    0.000    0.001    0.000 compiler_machinery.py:130(__init__)
     1230    0.000    0.000    0.000    0.000 compiler_machinery.py:134(get_required_set)
      116    0.000    0.000    0.000    0.000 compiler_machinery.py:140(add_required)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:16(SimpleTimer)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:161(PassManager)
      116    0.000    0.000    0.000    0.000 compiler_machinery.py:168(__init__)
      644    0.001    0.000    0.002    0.000 compiler_machinery.py:179(_validate_pass)
      644    0.000    0.000    0.003    0.000 compiler_machinery.py:192(add_pass)
     1932    0.001    0.000    0.001    0.000 compiler_machinery.py:21(__enter__)
      116    0.000    0.000    0.000    0.000 compiler_machinery.py:218(_debug_init)
      348    0.000    0.000    0.000    0.000 compiler_machinery.py:220(parse)
      116    0.000    0.000    0.051    0.000 compiler_machinery.py:237(finalize)
       29    0.000    0.000    0.000    0.000 compiler_machinery.py:247(finalized)
     1932    0.001    0.000    0.002    0.000 compiler_machinery.py:25(__exit__)
   644/72    0.010    0.000    8.382    0.116 compiler_machinery.py:259(_runPass)
 1932/216    0.002    0.000    8.378    0.039 compiler_machinery.py:263(check)
     1288    0.000    0.000    0.000    0.000 compiler_machinery.py:271(debug_print)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:29(CompilerPass)
     29/3    0.002    0.000    8.383    2.794 compiler_machinery.py:318(run)
       96    0.000    0.000    0.000    0.000 compiler_machinery.py:34(__init__)
      116    0.003    0.000    0.050    0.000 compiler_machinery.py:343(dependency_analysis)
     1230    0.044    0.000    0.045    0.000 compiler_machinery.py:358(resolve_requires)
       58    0.000    0.000    0.000    0.000 compiler_machinery.py:359(walk)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:382(PassRegistry)
     1970    0.000    0.000    0.000    0.000 compiler_machinery.py:39(name)
       38    0.000    0.000    0.000    0.000 compiler_machinery.py:391(register)
       38    0.000    0.000    0.000    0.000 compiler_machinery.py:392(make_festive)
     2614    0.001    0.000    0.002    0.000 compiler_machinery.py:402(is_registered)
     1932    0.001    0.000    0.002    0.000 compiler_machinery.py:405(get)
       38    0.000    0.000    0.000    0.000 compiler_machinery.py:409(_does_pass_name_alias)
      644    0.000    0.000    0.000    0.000 compiler_machinery.py:67(analysis)
      644    0.000    0.000    0.000    0.000 compiler_machinery.py:74(run_initialization)
      644    0.000    0.000    0.000    0.000 compiler_machinery.py:89(run_finalizer)
     1172    0.000    0.000    0.000    0.000 compiler_machinery.py:96(get_analysis_usage)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 compressed.py:5(<module>)
        1    0.000    0.000    0.496    0.496 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:111(process_environ)
       59    0.000    0.000    0.000    0.000 config.py:112(_readenv)
        1    0.000    0.000    0.000    0.000 config.py:280(avx_default)
       29    0.000    0.000    0.008    0.000 config.py:393(reload_config)
        1    0.000    0.000    0.000    0.000 config.py:45(_os_supports_avx)
        1    0.000    0.000    0.000    0.000 config.py:71(_EnvReloader)
        1    0.000    0.000    0.001    0.001 config.py:73(__init__)
        1    0.000    0.000    0.001    0.001 config.py:76(reset)
       30    0.001    0.000    0.009    0.000 config.py:80(update)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 construct.py:5(<module>)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.002    0.002 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.002    0.002 constructor.py:3(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 constructor.py:747(Constructor)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
       39    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
       33    0.000    0.000    0.000    0.000 consts.py:18(__init__)
  552/438    0.001    0.000    0.069    0.000 consts.py:24(infer_constant)
       27    0.000    0.000    0.001    0.000 consts.py:47(_fail)
  308/227    0.001    0.000    0.062    0.000 consts.py:56(_do_infer)
   122/96    0.001    0.000    0.024    0.000 consts.py:73(_infer_expr)
       27    0.000    0.000    0.011    0.000 consts.py:85(<genexpr>)
       16    0.000    0.000    0.001    0.000 consts.py:89(_infer_call)
        1    0.000    0.000    0.000    0.000 consts.py:9(ConstantInference)
       10    0.000    0.000    0.000    0.000 consts.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:110(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:78(ErrorbarContainer)
        1    0.000    0.000    0.010    0.010 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:106(ByteArray)
        1    0.000    0.000    0.000    0.000 containers.py:114(PyArray)
        1    0.000    0.000    0.000    0.000 containers.py:122(MemoryView)
      580    0.001    0.000    0.003    0.000 containers.py:128(is_homogeneous)
     1164    0.000    0.000    0.001    0.000 containers.py:133(<genexpr>)
        1    0.000    0.000    0.000    0.000 containers.py:139(BaseTuple)
      580    0.001    0.000    0.027    0.000 containers.py:144(from_types)
      123    0.000    0.000    0.001    0.000 containers.py:170(_make_homogeneous_tuple)
      457    0.000    0.000    0.018    0.000 containers.py:174(_make_heterogeneous_tuple)
        1    0.000    0.000    0.000    0.000 containers.py:179(BaseAnonymousTuple)
      417    0.001    0.000    0.023    0.000 containers.py:202(__unliteral__)
      417    0.000    0.000    0.001    0.000 containers.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 containers.py:206(_HomogeneousTuple)
        6    0.000    0.000    0.000    0.000 containers.py:211(__getitem__)
      191    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
      697    0.000    0.000    0.000    0.000 containers.py:220(__len__)
       36    0.000    0.000    0.000    0.000 containers.py:223(types)
        1    0.000    0.000    0.000    0.000 containers.py:228(UniTuple)
     1911    0.006    0.000    0.007    0.000 containers.py:233(__init__)
       10    0.000    0.000    0.000    0.000 containers.py:239(mangling_args)
    11767    0.002    0.000    0.002    0.000 containers.py:243(key)
     1202    0.002    0.000    0.016    0.000 containers.py:256(__unliteral__)
        1    0.000    0.000    0.000    0.000 containers.py:260(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:268(_HeterogeneousTuple)
      105    0.000    0.000    0.000    0.000 containers.py:275(__len__)
      479    0.000    0.000    0.000    0.000 containers.py:279(__iter__)
      499    0.000    0.000    0.001    0.000 containers.py:282(is_types_iterable)
        1    0.000    0.000    0.000    0.000 containers.py:289(UnionType)
        1    0.000    0.000    0.000    0.000 containers.py:29(Pair)
      492    0.002    0.000    0.005    0.000 containers.py:290(__init__)
      984    0.000    0.000    0.000    0.000 containers.py:291(<lambda>)
        1    0.000    0.000    0.000    0.000 containers.py:299(Tuple)
      499    0.002    0.000    0.006    0.000 containers.py:300(__new__)
      994    0.000    0.000    0.001    0.000 containers.py:308(<genexpr>)
      492    0.002    0.000    0.011    0.000 containers.py:313(__init__)
     1511    0.001    0.000    0.001    0.000 containers.py:319(<genexpr>)
     2548    0.000    0.000    0.000    0.000 containers.py:327(key)
       73    0.000    0.000    0.000    0.000 containers.py:34(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:345(_StarArgTupleMixin)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:368(StarArgUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:373(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:377(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:395(NamedTuple)
     1120    0.000    0.000    0.000    0.000 containers.py:40(key)
        1    0.000    0.000    0.000    0.000 containers.py:411(List)
       43    0.000    0.000    0.000    0.000 containers.py:418(__init__)
      567    0.000    0.000    0.000    0.000 containers.py:449(key)
        9    0.000    0.000    0.000    0.000 containers.py:457(is_precise)
       41    0.000    0.000    0.001    0.000 containers.py:466(__unliteral__)
        1    0.000    0.000    0.000    0.000 containers.py:471(LiteralList)
        1    0.000    0.000    0.000    0.000 containers.py:52(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:524(ListIter)
        1    0.000    0.000    0.000    0.000 containers.py:532(ListPayload)
        1    0.000    0.000    0.000    0.000 containers.py:540(Set)
        1    0.000    0.000    0.000    0.000 containers.py:581(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:589(SetPayload)
        1    0.000    0.000    0.000    0.000 containers.py:597(SetEntry)
        1    0.000    0.000    0.000    0.000 containers.py:612(ListType)
        1    0.000    0.000    0.000    0.000 containers.py:655(ListTypeIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:668(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:685(DictType)
        1    0.000    0.000    0.000    0.000 containers.py:760(LiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 containers.py:78(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:812(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:826(DictKeysIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:840(DictValuesIterableType)
       23    0.000    0.000    0.000    0.000 containers.py:85(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:854(DictIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:865(StructRef)
      253    0.000    0.000    0.000    0.000 containers.py:91(key)
        1    0.000    0.000    0.000    0.000 containers.py:925(StructRefPayload)
        1    0.000    0.000    0.000    0.000 containers.py:96(Bytes)
        6    0.000    0.000    0.037    0.006 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:103(CallFrame)
        1    0.000    0.000    0.000    0.000 context.py:106(meminfo_new_varsize_dtor)
       30    0.000    0.000    0.000    0.000 context.py:107(__init__)
       16    0.000    0.000    0.000    0.000 context.py:11(__init__)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        1    0.000    0.000    0.000    0.000 context.py:128(__init__)
        1    0.000    0.000    0.000    0.000 context.py:129(BaseContext)
      743    0.001    0.000    0.002    0.000 context.py:13(__init__)
      150    0.001    0.000    0.001    0.000 context.py:133(__init__)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
      150    0.000    0.000    0.000    0.000 context.py:146(init)
     4302    0.001    0.000    0.001    0.000 context.py:15(_require_nrt)
      473    0.001    0.000    0.097    0.000 context.py:151(refresh)
        1    0.000    0.000    0.000    0.000 context.py:156(raises)
       37    0.000    0.000    0.001    0.000 context.py:165(meminfo_data)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:18(Rating)
9255/4247    0.028    0.000    0.171    0.000 context.py:180(get_meminfos)
        1    0.000    0.000    0.000    0.000 context.py:183(passes)
        1    0.000    0.000    0.000    0.000 context.py:187(get_context)
 1009/588    0.001    0.000    2.138    0.004 context.py:187(resolve_function_type)
     4247    0.016    0.000    0.202    0.000 context.py:197(_call_incref_decref)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:20(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:205(suppress)
     5005    0.002    0.000    0.002    0.000 context.py:21(__init__)
      696    0.000    0.000    0.000    0.000 context.py:21(_dispose)
     1239    0.001    0.000    0.049    0.000 context.py:214(incref)
      146    0.000    0.000    0.004    0.000 context.py:215(_resolve_builtin_function_type)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
     3008    0.002    0.000    0.156    0.000 context.py:220(decref)
       26    0.000    0.000    0.001    0.000 context.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
 1009/588    0.004    0.000    2.135    0.004 context.py:231(_resolve_user_function_type)
        1    0.000    0.000    0.000    0.000 context.py:233(get_context)
     3035    0.004    0.000    0.006    0.000 context.py:248(_get_attribute_templates)
        1    0.000    0.000    0.000    0.000 context.py:249(get_start_method)
     4948    0.001    0.000    0.001    0.000 context.py:26(astuple)
     1155    0.003    0.000    0.036    0.000 context.py:261(resolve_getattr)
     2214    0.001    0.000    0.013    0.000 context.py:266(core)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
     2294    0.002    0.000    0.013    0.000 context.py:285(find_matching_getattr_template)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
       16    0.000    0.000    0.001    0.000 context.py:307(resolve_static_getitem)
       43    0.000    0.000    0.021    0.000 context.py:319(resolve_setitem)
      292    0.000    0.000    0.024    0.000 context.py:332(resolve_module_constants)
     1585    0.006    0.000    0.122    0.000 context.py:360(resolve_value_type)
        6    0.000    0.000    0.001    0.000 context.py:385(resolve_value_type_prefer_literal)
     1168    0.001    0.000    0.005    0.000 context.py:394(_get_global_type)
      473    0.001    0.000    0.024    0.000 context.py:401(_load_builtins)
        1    0.000    0.000    0.000    0.000 context.py:41(cpu_count)
     4730    0.008    0.000    0.040    0.000 context.py:414(install_registry)
        1    0.000    0.000    0.000    0.000 context.py:42(CallStack)
     3304    0.004    0.000    0.007    0.000 context.py:441(_lookup_global)
     1185    0.001    0.000    0.003    0.000 context.py:455(_insert_global)
      150    0.000    0.000    0.000    0.000 context.py:47(__init__)
      219    0.000    0.000    0.000    0.000 context.py:470(_remove_global)
      966    0.000    0.000    0.003    0.000 context.py:480(insert_global)
      191    0.000    0.000    0.000    0.000 context.py:483(insert_attributes)
      700    0.001    0.000    0.001    0.000 context.py:487(insert_function)
        1    0.000    0.000    0.000    0.000 context.py:5(Context)
     9911    0.009    0.000    0.038    0.000 context.py:503(can_convert)
       76    0.000    0.000    0.000    0.000 context.py:51(__getitem__)
     5005    0.016    0.000    0.055    0.000 context.py:528(_rate_arguments)
      737    0.012    0.000    0.075    0.000 context.py:578(resolve_overload)
       76    0.000    0.000    0.000    0.000 context.py:58(__len__)
        1    0.000    0.000    0.000    0.000 context.py:6(NRTContext)
        1    0.000    0.000    0.000    0.000 context.py:6(__init__)
     4948    0.001    0.000    0.001    0.000 context.py:603(<lambda>)
       60    0.000    0.000    0.001    0.000 context.py:61(register)
       75    0.000    0.000    0.000    0.000 context.py:625(unify_types)
      130    0.000    0.000    0.000    0.000 context.py:628(keyfunc)
     1282    0.001    0.000    0.003    0.000 context.py:641(unify_pairs)
       17    0.000    0.000    0.001    0.000 context.py:68(meminfo_alloc_aligned)
        1    0.000    0.000    0.000    0.000 context.py:684(Context)
      473    0.003    0.000    0.072    0.000 context.py:686(load_additional_registries)
        1    0.000    0.000    0.002    0.002 context.py:70(RLock)
       30    0.000    0.000    0.000    0.000 context.py:75(finditer)
      743    0.003    0.000    0.008    0.000 context.py:8(get_global_context)
       30    0.000    0.000    0.000    0.000 context.py:93(match)
        1    0.000    0.000    0.000    0.000 context.py:96(ExceptionTrap)
14282/11227    0.011    0.000    0.126    0.000 contextlib.py:108(__enter__)
14282/11257    0.014    0.000    0.051    0.000 contextlib.py:117(__exit__)
       62    0.000    0.000    0.038    0.001 contextlib.py:211(contextmanager)
    14282    0.011    0.000    0.037    0.000 contextlib.py:238(helper)
        5    0.000    0.000    0.000    0.000 contextlib.py:294(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:296(__enter__)
        5    0.000    0.000    0.000    0.000 contextlib.py:298(__exit__)
